29/06/2022;905;A;BDT;0,05590000;0,05596000;93,40000000;93,50000000
29/06/2022;912;B;WST;1,89760000;1,96580000;0,36310000;0,37610000
29/06/2022;913;A;KZT;0,01115000;0,01117000;468,09000000;468,63000000
29/06/2022;915;A;MNT;0,00164900;0,00167500;3120,00000000;3170,00000000
29/06/2022;920;A;VUV;0,04443000;0,04515000;115,76000000;117,64000000
29/06/2022;930;A;KRW;0,00402100;0,00402700;1297,98000000;1299,82000000
29/06/2022;946;A;TZS;0,00223500;0,00224500;2328,00000000;2338,00000000
29/06/2022;950;A;KES;0,04433000;0,04441000;117,70000000;117,90000000
29/06/2022;955;A;UGX;0,00139000;0,00139400;3750,00000000;3760,00000000
29/06/2022;960;A;SOS;0,00898000;0,00909000;575,00000000;582,00000000
29/06/2022;975;A;PLN;1,17080000;1,17230000;4,45840000;4,46390000
29/06/2022;978;B;EUR;5,47440000;5,47720000;1,04750000;1,04790000
29/06/2022;998;A;XAU;305,62570000;305,66080000;0,01710000;0,01710000
